name,open,high,low,close,volume,marketCap,timestamp
2781,1.936769962,5.854650021,1.173449993,2.504620075,124575,4468631.55,2014-06-01T00:00:00.000Z
2781,2.505359888,3.581180096,1.462599993,2.551660061,111065,6324973.61,2014-07-01T00:00:00.000Z
2781,2.565939903,37.78089905,1.344959974,2.170639992,308396,6814765.61,2014-08-01T00:00:00.000Z
2781,2.174679995,2.280250073,1.142210007,1.219570041,82093.5,4578164.91,2014-09-01T00:00:00.000Z
2781,1.208490014,1.224850059,0.590306997,0.607218027,37303.4,2647634.4,2014-10-01T00:00:00.000Z
2781,0.607123017,0.773504019,0.500091016,0.567551971,14933.1,2776542.61,2014-11-01T00:00:00.000Z
2781,0.567864001,0.611029029,0.299858987,0.434659988,37598.2,2382827.2,2014-12-01T00:00:00.000Z
2781,0.436241001,0.490254998,0.212966994,0.284363002,10211.2,1710802.25,2015-01-01T00:00:00.000Z
2781,0.283609986,0.437406004,0.224265993,0.427226991,68061.7,2769374.96,2015-02-01T00:00:00.000Z
2781,0.427313,1.019199967,0.384157002,0.907059014,216122,6330412.51,2015-03-01T00:00:00.000Z
2781,0.907473981,1.046249986,0.445987999,0.50117898,29588.8,3721181.4,2015-04-01T00:00:00.000Z
2781,0.502924979,0.624823988,0.415161997,0.450888991,44096.1,3559304.72,2015-05-01T00:00:00.000Z
2781,0.451223999,0.552648008,0.443201006,0.500266016,20585.7,4160614.84,2015-06-01T00:00:00.000Z
2781,0.499343991,0.64576,0.473017007,0.574956,17851.8,5022617.34,2015-07-01T00:00:00.000Z
2781,0.574428022,0.750603974,0.413888991,0.467238009,20464,4269082.83,2015-08-01T00:00:00.000Z
2781,0.467260987,0.569800973,0.350445002,0.399881989,91651.8,3802283.09,2015-09-01T00:00:00.000Z
2781,0.401044011,0.476094008,0.376776993,0.404538006,19924.2,3995340.39,2015-10-01T00:00:00.000Z
2781,0.402422011,0.577542007,0.370902985,0.395224989,30651.9,4037886.61,2015-11-01T00:00:00.000Z
2781,0.393141002,0.564516008,0.360590994,0.470402002,27510.1,4964416.14,2015-12-01T00:00:00.000Z
2781,0.470706999,0.651889026,0.426613987,0.483429015,43787.3,5258186.35,2016-01-01T00:00:00.000Z
2781,0.486532003,1.002699971,0.456571996,0.870503008,136190,9720574.84,2016-02-01T00:00:00.000Z
2781,0.870027006,1.747099996,0.817969978,1.400650024,197875,16060916.59,2016-03-01T00:00:00.000Z
2781,1.409629941,1.596519947,0.844770014,0.916536987,127183,10767277.01,2016-04-01T00:00:00.000Z
2781,0.916797996,1.003880024,0.800626993,0.928746998,156718,11169112.69,2016-05-01T00:00:00.000Z
2781,0.934166014,2.335400105,0.873634994,1.605499983,232728,19723891.11,2016-06-01T00:00:00.000Z
2781,1.589380026,2.106600046,1.581310034,1.824190021,147277,22879578.62,2016-07-01T00:00:00.000Z
2781,1.820050001,10.69260025,1.428949952,8.582619667,20057400,109758710.4,2016-08-01T00:00:00.000Z
2781,8.521349907,15.04500008,7.82103014,8.41217041,5300920,109506169.5,2016-09-01T00:00:00.000Z
2781,8.422610283,8.545820236,4.278530121,5.119550228,3111700,67793894.17,2016-10-01T00:00:00.000Z
2781,5.102759838,9.314180374,4.379829884,8.946390152,11077200,120350738.2,2016-11-01T00:00:00.000Z
2781,8.930839539,14.61639977,7.159589768,13.78380013,4421340,188310587.8,2016-12-01T00:00:00.000Z
2781,13.79259968,19.02339935,9.920189858,12.98509979,8919760,179974773,2017-01-01T00:00:00.000Z
2781,12.96520042,13.73859978,11.34560013,12.27649975,4316810,172262143.4,2017-02-01T00:00:00.000Z
2781,12.30210018,26.20549965,12.10319996,20.53709984,6955980,291917308.8,2017-03-01T00:00:00.000Z
2781,20.52440071,24.20079994,18.33259964,23.7241993,10910000,341260182,2017-04-01T00:00:00.000Z
2781,23.71800041,58.63990021,22.05979919,41.82600021,15027900,608725274.3,2017-05-01T00:00:00.000Z
2781,41.83950043,62.37760162,38.50749969,43.72679901,11338900,643196701,2017-06-01T00:00:00.000Z
2781,43.70650101,50.65190125,28.83130074,39.83720016,13138500,592241209.6,2017-07-01T00:00:00.000Z
2781,39.88059998,154.5839996,39.80939865,140.4069977,131974000,2108568347,2017-08-01T00:00:00.000Z
2781,140.6529999,150.0910034,73.16660309,95.75589752,28498000,1451285633,2017-09-01T00:00:00.000Z
2781,95.59210205,103.1279984,82.89479828,87.64499664,28704900,1340360432,2017-10-01T00:00:00.000Z
2781,87.64520264,214.2749939,81.6792984,180.1380005,128112000,2777783403,2017-11-01T00:00:00.000Z
2781,179.7220001,476.3980103,169.7630005,349.026001,101667000,5426213308,2017-12-01T00:00:00.000Z
2781,349.5490112,495.8359985,240.3569946,272.8890076,67649504,4275893116,2018-01-01T00:00:00.000Z
2781,273.875,339.6870117,149.4109955,285.696991,47981800,4506558045,2018-02-01T00:00:00.000Z
2781,286.0320129,379.6799927,162.9889984,179.5599976,22220300,2852327630,2018-03-01T00:00:00.000Z
2781,178.7830048,298.0759888,161.923996,242.4559937,103574000,3875582215,2018-04-01T00:00:00.000Z
2781,242.4490051,257.618988,147.9250031,155.5209961,35146100,2501878232,2018-05-01T00:00:00.000Z
2781,155.8930054,176.1100006,107.4570007,131.0059967,33426400,2119967745,2018-06-01T00:00:00.000Z
2781,131.0500031,149.3609924,118.1389999,122.318,31704100,1989710900,2018-07-01T00:00:00.000Z
2781,122.269,130.501,79.2381,116.658,57364500,1909340829,2018-08-01T00:00:00.000Z
2781,116.276,140.099,97.5758,116.256,26235500,1912556685,2018-09-01T00:00:00.000Z
2781,115.673,119.821,99.3085,103.834,13314200,1716748936,2018-10-01T00:00:00.000Z
2781,104.04,113.652,52.2795,57.7929038,14373886.68,959487660.3,2018-11-01T00:00:00.000Z
2781,57.91955674,61.81025096,38.07221028,46.22817046,11899403.98,771405409.2,2018-12-01T00:00:00.000Z
2781,46.22795863,55.26149811,42.76494223,43.66409504,33200067.27,731848374.5,2019-01-01T00:00:00.000Z
2781,43.67149276,56.8274534,41.99507971,49.12127052,69184623.47,826452334.3,2019-02-01T00:00:00.000Z
2781,49.12215107,56.73767276,47.17427523,55.88533608,99371365.85,943881892.5,2019-03-01T00:00:00.000Z
2781,55.88099442,72.50745699,55.82900023,62.09594587,39162918.97,1052677379,2019-04-01T00:00:00.000Z
2781,62.1000084,98.85905764,62.08975862,93.21670864,98522712.57,1586058693,2019-05-01T00:00:00.000Z
2781,93.28645557,120.0738036,81.32900775,87.74493896,127287723.2,1497868509,2019-06-01T00:00:00.000Z
2781,87.75907573,107.318136,71.41831838,80.68119782,100162528.1,1382045010,2019-07-01T00:00:00.000Z
2781,80.6129373,97.60510419,66.27490802,67.53575135,50249217.58,1160574931,2019-08-01T00:00:00.000Z
2781,67.51451584,82.0104435,53.90695741,56.81663913,74691742.42,979256439.8,2019-09-01T00:00:00.000Z
2781,56.87074312,64.4035035,51.2755067,59.29570399,203587730.9,1024977652,2019-10-01T00:00:00.000Z
2781,59.26211691,66.27602437,46.02548679,54.76593786,119581850,949244165.8,2019-11-01T00:00:00.000Z
2781,54.7799432,55.61561293,44.39367401,44.56788483,61657735.3,774583377.2,2019-12-01T00:00:00.000Z
2781,44.57846087,75.98524021,44.39727677,72.08708815,113417706.1,1256071404,2020-01-01T00:00:00.000Z
2781,72.07576485,96.7773825,66.48853001,66.48853001,100216473.3,1161176482,2020-02-01T00:00:00.000Z
2781,66.30697315,70.08856634,26.70388652,47.77856612,128899405.5,836370258.6,2020-03-01T00:00:00.000Z
2781,47.77856612,68.36596956,46.58384289,62.4793035,146714146.5,1096083709,2020-04-01T00:00:00.000Z
2781,62.48135657,68.57531574,55.44308844,65.06526204,94692775.57,1143896844,2020-05-01T00:00:00.000Z
2781,65.05815969,70.05528621,61.06354987,63.53677564,64386024.87,1119247469,2020-06-01T00:00:00.000Z
2781,63.53881517,84.58160609,61.69532259,84.46477719,77343249.53,1490829158,2020-07-01T00:00:00.000Z
2781,86.45064317,138.4335077,0.8704748,86.3381826,1979594310,1526704823,2020-08-01T00:00:00.000Z
2781,86.37970772,109.9038369,74.35533375,108.1512881,1.15E+11,1915748836,2020-09-01T00:00:00.000Z
2781,108.5146679,138.7968811,94.12769045,126.3350691,28671163408,2241757323,2020-10-01T00:00:00.000Z
2781,126.3350689,142.0820723,109.0028738,129.7142671,34176616720,2305391516,2020-11-01T00:00:00.000Z
2781,129.7702259,170.6093031,121.8872471,156.5723061,32611448019,2787140073,2020-12-01T00:00:00.000Z
2781,156.5701772,189.2786598,122.9488915,138.0607014,69369644804,2461328839,2021-01-01T00:00:00.000Z
2781,138.0525443,288.2372438,135.7843633,217.9895167,34152120340,3891382923,2021-02-01T00:00:00.000Z
2781,218.0292021,262.6962731,198.5030949,246.1505457,17905632427,4400197293,2021-03-01T00:00:00.000Z
2781,246.0277818,439.622245,242.7811854,421.8908278,23203489569,7551464215,2021-04-01T00:00:00.000Z
2781,421.3912965,517.6202452,153.3693624,272.9195063,18973369843,4891237071,2021-05-01T00:00:00.000Z
2781,272.444737,315.6642075,180.8755367,222.2694386,8078768008,3988194095,2021-06-01T00:00:00.000Z
2781,222.390285,249.0652352,178.8736386,240.1702836,5694709813,4314421492,2021-07-01T00:00:00.000Z
2781,239.6600944,339.5447919,223.147185,286.1886426,7540674170,5146857315,2021-08-01T00:00:00.000Z
2781,286.1147672,321.720117,213.1147647,250.8247475,7288464482,4515536762,2021-09-01T00:00:00.000Z
2781,251.097049,296.7372268,243.382807,273.7070372,6769309180,4930586920,2021-10-01T00:00:00.000Z
2781,274.1598844,293.9571795,218.7089909,238.0970379,6771931185,4294896978,2021-11-01T00:00:00.000Z
2781,237.9211537,244.1281604,177.2151626,228.8249566,5520672212,4131545841,2021-12-01T00:00:00.000Z
2781,228.8478439,251.8701025,135.3246445,147.3747284,5556353351,2663323725,2022-01-01T00:00:00.000Z
2781,147.3398842,187.3408529,132.6903519,170.1903054,3960773805,3078042868,2022-02-01T00:00:00.000Z
2781,170.217393,225.3838682,153.7480445,212.7001091,6004645426,3850064239,2022-03-01T00:00:00.000Z
2781,212.794793,288.8209441,209.203847,214.6625603,7677096940,3888584683,2022-04-01T00:00:00.000Z
2781,214.6912258,229.3232667,119.3034613,198.5398213,6605678839,3599259781,2022-05-01T00:00:00.000Z
2781,198.4937777,203.5552413,97.23336499,112.7626348,3521419710,2045695176,2022-06-01T00:00:00.000Z
2781,112.9185635,165.9880235,111.1178759,154.8455777,3701720612,2811220344,2022-07-01T00:00:00.000Z
2781,154.8279881,174.1109473,141.6356429,149.0278348,3503928149,2707590835,2022-08-01T00:00:00.000Z
2781,149.0448911,165.2394933,134.1203981,147.3072882,2612105220,2678242192,2022-09-01T00:00:00.000Z
2781,147.3166503,152.514771,135.2816987,149.1463016,2777007438,2713672212,2022-10-01T00:00:00.000Z
2781,149.1432921,161.8628268,116.1027931,142.1205345,2627498040,2587677247,2022-11-01T00:00:00.000Z
2781,142.1075498,152.7878413,138.7657708,147.2847674,2180709513,2683680023,2022-12-01T00:00:00.000Z
2781,147.309662,187.2066062,146.4374782,177.5982289,2779797432,3238389361,2023-01-01T00:00:00.000Z
2781,177.5721103,180.6627116,145.7172755,150.2793713,2301943264,2742063093,2023-02-01T00:00:00.000Z
2781,150.283033,165.8298596,132.2439126,157.7071843,2764803508,2879698732,2023-03-01T00:00:00.000Z
2781,157.6920376,164.4063154,149.5238965,156.456558,2339058004,2858892299,2023-04-01T00:00:00.000Z
2781,156.3366866,158.9504673,144.9699189,146.0675574,1603559141,2671007674,2023-05-01T00:00:00.000Z
2781,146.0794975,170.6588598,127.8684807,168.2788066,2122258474,3079338665,2023-06-01T00:00:00.000Z
2781,168.2775892,172.1734169,156.5673902,161.2571297,2405513288,2953004082,2023-07-01T00:00:00.000Z
2781,161.2644435,163.4205071,135.8259736,142.971216,2481738239,2620051908,2023-08-01T00:00:00.000Z
2781,142.9765609,149.1507081,137.6355374,146.5542655,1404627753,2687619041,2023-09-01T00:00:00.000Z
2781,146.5479221,174.7447099,145.1659086,172.3596533,2074314355,3163157327,2023-10-01T00:00:00.000Z
2781,172.3368583,173.6302977,157.6798121,169.7876983,2548605589,3118153781,2023-11-01T00:00:00.000Z
2781,169.7720034,180.3867388,162.7972749,165.0281827,3001808736,3032945821,2023-12-01T00:00:00.000Z
2781,165.0230388,174.1915136,142.9147944,163.8624797,3059609096,3013717823,2024-01-01T00:00:00.000Z
2781,163.8565284,171.0559645,101.1388492,137.1735664,3151707508,2524574967,2024-02-01T00:00:00.000Z
2781,137.1350899,151.7434219,126.7954786,128.285773,1880875303,2362718902,2024-03-01T00:00:00.000Z
